Word	Plurality	Gender	AnAbbreviationFor	AbbreviatedFrom	AnAcronymFor	irregularPluralForm	IsCompound	IsCountable	AcceptsZeroArticle	IsProperName	Compliments	BaseForm	Animacy	location	howCommon	commonRank	propBank	frame
Elvera	--	Feminine	--	--	--	--	false	null	null	true	--	Elvera	Human	false	-1.0	-1	--
Iulia	--	Feminine	--	--	--	--	false	null	null	true	--	Iulia	Human	false	-1.0	-1	--
Trinity	--	Feminine	--	--	--	--	false	null	null	true	--	Trinity	Human	false	-1.0	-1	--
Ameena	--	Feminine	--	--	--	--	false	null	null	true	--	Ameena	Human	false	-1.0	-1	--
Angelo	--	Masculine	--	--	--	--	false	null	null	true	--	Angelo	Human	false	-1.0	-1	--
Biraj	--	Masculine	--	--	--	--	false	null	null	true	--	Biraj	Human	false	-1.0	-1	--
Angela	--	Feminine	--	--	--	--	false	null	null	true	--	Angela	Human	false	-1.0	-1	--
Kirill	--	Masculine	--	--	--	--	false	null	null	true	--	Kirill	Human	false	-1.0	-1	--
Isaiah	--	Masculine	--	--	--	--	false	null	null	true	--	Isaiah	Human	false	-1.0	-1	--
Angele	--	Feminine	--	--	--	--	false	null	null	true	--	Angele	Human	false	-1.0	-1	--
Nandini	--	Feminine	--	--	--	--	false	null	null	true	--	Nandini	Human	false	-1.0	-1	--
Fareed	--	Masculine	--	--	--	--	false	null	null	true	--	Fareed	Human	false	-1.0	-1	--
Elva	--	Feminine	--	--	--	--	false	null	null	true	--	Elva	Human	false	-1.0	-1	--
Nilay	--	Masculine	--	--	--	--	false	null	null	true	--	Nilay	Human	false	-1.0	-1	--
Hildred	--	Feminine	--	--	--	--	false	null	null	true	--	Hildred	Human	false	-1.0	-1	--
Usharvi	--	Feminine	--	--	--	--	false	null	null	true	--	Usharvi	Human	false	-1.0	-1	--
Jalil	--	Masculine	--	--	--	--	false	null	null	true	--	Jalil	Human	false	-1.0	-1	--
Paramhans	--	Masculine	--	--	--	--	false	null	null	true	--	Paramhans	Human	false	-1.0	-1	--
Avkash	--	Masculine	--	--	--	--	false	null	null	true	--	Avkash	Human	false	-1.0	-1	--
Ami	--	Feminine	--	--	--	--	false	null	null	true	--	Ami	Human	false	-1.0	-1	--
Nauka	--	Feminine	--	--	--	--	false	null	null	true	--	Nauka	Human	false	-1.0	-1	--
Alessandra	--	Feminine	--	--	--	--	false	null	null	true	--	Alessandra	Human	false	-1.0	-1	--
Veselin	--	Masculine	--	--	--	--	false	null	null	true	--	Veselin	Human	false	-1.0	-1	--
Amr	--	Masculine	--	--	--	--	false	null	null	true	--	Amr	Human	false	-1.0	-1	--
Adelina	--	Feminine	--	--	--	--	false	null	null	true	--	Adelina	Human	false	-1.0	-1	--
Amy	--	Feminine	--	--	--	--	false	null	null	true	--	Amy	Human	false	-1.0	-1	--
Adeline	--	Feminine	--	--	--	--	false	null	null	true	--	Adeline	Human	false	-1.0	-1	--
Sukushi	--	Feminine	--	--	--	--	false	null	null	true	--	Sukushi	Human	false	-1.0	-1	--
Hakesh	--	Masculine	--	--	--	--	false	null	null	true	--	Hakesh	Human	false	-1.0	-1	--
Shigeo	--	Masculine	--	--	--	--	false	null	null	true	--	Shigeo	Human	false	-1.0	-1	--
Isaias	--	Masculine	--	--	--	--	false	null	null	true	--	Isaias	Human	false	-1.0	-1	--
Alessandro	--	Masculine	--	--	--	--	false	null	null	true	--	Alessandro	Human	false	-1.0	-1	--
Ana	--	Feminine	--	--	--	--	false	null	null	true	--	Ana	Human	false	-1.0	-1	--
Hirokazu	--	Masculine	--	--	--	--	false	null	null	true	--	Hirokazu	Human	false	-1.0	-1	--
Anh	--	Feminine	--	--	--	--	false	null	null	true	--	Anh	Human	false	-1.0	-1	--
Tanish	--	Masculine	--	--	--	--	false	null	null	true	--	Tanish	Human	false	-1.0	-1	--
Ani	--	Feminine	--	--	--	--	false	null	null	true	--	Ani	Human	false	-1.0	-1	--
Dirk	--	Masculine	--	--	--	--	false	null	null	true	--	Dirk	Human	false	-1.0	-1	--
Tanisi	--	Feminine	--	--	--	--	false	null	null	true	--	Tanisi	Human	false	-1.0	-1	--
Ann	--	Feminine	--	--	--	--	false	null	null	true	--	Ann	Human	false	-1.0	-1	--
Hirotsugu	--	Masculine	--	--	--	--	false	null	null	true	--	Hirotsugu	Human	false	-1.0	-1	--
Ivona	--	Feminine	--	--	--	--	false	null	null	true	--	Ivona	Human	false	-1.0	-1	--
Anu	--	Feminine	--	--	--	--	false	null	null	true	--	Anu	Human	false	-1.0	-1	--
Anesh	--	Masculine	--	--	--	--	false	null	null	true	--	Anesh	Human	false	-1.0	-1	--
Jyrki	--	Masculine	--	--	--	--	false	null	null	true	--	Jyrki	Human	false	-1.0	-1	--
Chitrabhanu	--	Masculine	--	--	--	--	false	null	null	true	--	Chitrabhanu	Human	false	-1.0	-1	--
Amitesh	--	Masculine	--	--	--	--	false	null	null	true	--	Amitesh	Human	false	-1.0	-1	--
Svar	--	Masculine	--	--	--	--	false	null	null	true	--	Svar	Human	false	-1.0	-1	--
Zita	--	Feminine	--	--	--	--	false	null	null	true	--	Zita	Human	false	-1.0	-1	--
Huijia	--	Feminine	--	--	--	--	false	null	null	true	--	Huijia	Human	false	-1.0	-1	--
Vishvakarma	--	Masculine	--	--	--	--	false	null	null	true	--	Vishvakarma	Human	false	-1.0	-1	--
C.cero	--	Masculine	--	--	--	--	false	null	null	true	--	C.cero	Human	false	-1.0	-1	--
Gempachi	--	Masculine	--	--	--	--	false	null	null	true	--	Gempachi	Human	false	-1.0	-1	--
Kylee	--	Feminine	--	--	--	--	false	null	null	true	--	Kylee	Human	false	-1.0	-1	--
Omran	--	Masculine	--	--	--	--	false	null	null	true	--	Omran	Human	false	-1.0	-1	--
Greashma	--	Feminine	--	--	--	--	false	null	null	true	--	Greashma	Human	false	-1.0	-1	--
Kouichi	--	Masculine	--	--	--	--	false	null	null	true	--	Kouichi	Human	false	-1.0	-1	--
Vinoth	--	Masculine	--	--	--	--	false	null	null	true	--	Vinoth	Human	false	-1.0	-1	--
Vilina	--	Feminine	--	--	--	--	false	null	null	true	--	Vilina	Human	false	-1.0	-1	--
Bo-yeong	--	Feminine	--	--	--	--	false	null	null	true	--	Bo-yeong	Human	false	-1.0	-1	--
Diti	--	Feminine	--	--	--	--	false	null	null	true	--	Diti	Human	false	-1.0	-1	--
Kenjiro	--	Masculine	--	--	--	--	false	null	null	true	--	Kenjiro	Human	false	-1.0	-1	--
Matsuo	--	Masculine	--	--	--	--	false	null	null	true	--	Matsuo	Human	false	-1.0	-1	--
Nandika	--	Feminine	--	--	--	--	false	null	null	true	--	Nandika	Human	false	-1.0	-1	--
Mirna	--	Feminine	--	--	--	--	false	null	null	true	--	Mirna	Human	false	-1.0	-1	--
Lyudmila	--	Feminine	--	--	--	--	false	null	null	true	--	Lyudmila	Human	false	-1.0	-1	--
Markanday	--	Masculine	--	--	--	--	false	null	null	true	--	Markanday	Human	false	-1.0	-1	--
Somansh	--	Masculine	--	--	--	--	false	null	null	true	--	Somansh	Human	false	-1.0	-1	--
Suren	--	Masculine	--	--	--	--	false	null	null	true	--	Suren	Human	false	-1.0	-1	--
Manasi	--	Masculine	--	--	--	--	false	null	null	true	--	Manasi	Human	false	-1.0	-1	--
Alfons	--	Masculine	--	--	--	--	false	null	null	true	--	Alfons	Human	false	-1.0	-1	--
Lelia	--	Feminine	--	--	--	--	false	null	null	true	--	Lelia	Human	false	-1.0	-1	--
Sanjuana	--	Feminine	--	--	--	--	false	null	null	true	--	Sanjuana	Human	false	-1.0	-1	--
Anwesha	--	Feminine	--	--	--	--	false	null	null	true	--	Anwesha	Human	false	-1.0	-1	--
Manasa	--	Feminine	--	--	--	--	false	null	null	true	--	Manasa	Human	false	-1.0	-1	--
Michiel	--	Masculine	--	--	--	--	false	null	null	true	--	Michiel	Human	false	-1.0	-1	--
Buddhadev	--	Masculine	--	--	--	--	false	null	null	true	--	Buddhadev	Human	false	-1.0	-1	--
Jitesh	--	Masculine	--	--	--	--	false	null	null	true	--	Jitesh	Human	false	-1.0	-1	--
Aneri	--	Feminine	--	--	--	--	false	null	null	true	--	Aneri	Human	false	-1.0	-1	--
Taree	--	Feminine	--	--	--	--	false	null	null	true	--	Taree	Human	false	-1.0	-1	--
Ludovic	--	Masculine	--	--	--	--	false	null	null	true	--	Ludovic	Human	false	-1.0	-1	--
Apoorva	--	Masculine	--	--	--	--	false	null	null	true	--	Apoorva	Human	false	-1.0	-1	--
Matteo	--	Masculine	--	--	--	--	false	null	null	true	--	Matteo	Human	false	-1.0	-1	--
Kerry	--	Feminine	--	--	--	--	false	null	null	true	--	Kerry	Human	false	-1.0	-1	--
Diva	--	Feminine	--	--	--	--	false	null	null	true	--	Diva	Human	false	-1.0	-1	--
Arvilla	--	Feminine	--	--	--	--	false	null	null	true	--	Arvilla	Human	false	-1.0	-1	--
Ara	--	Feminine	--	--	--	--	false	null	null	true	--	Ara	Human	false	-1.0	-1	--
Anjanette	--	Feminine	--	--	--	--	false	null	null	true	--	Anjanette	Human	false	-1.0	-1	--
Ari	--	Masculine	--	--	--	--	false	null	null	true	--	Ari	Human	false	-1.0	-1	--
Tsuyoshi	--	Masculine	--	--	--	--	false	null	null	true	--	Tsuyoshi	Human	false	-1.0	-1	--
Shrinivas	--	Masculine	--	--	--	--	false	null	null	true	--	Shrinivas	Human	false	-1.0	-1	--
Kerri	--	Feminine	--	--	--	--	false	null	null	true	--	Kerri	Human	false	-1.0	-1	--
Loida	--	Feminine	--	--	--	--	false	null	null	true	--	Loida	Human	false	-1.0	-1	--
Luvenia	--	Feminine	--	--	--	--	false	null	null	true	--	Luvenia	Human	false	-1.0	-1	--
