Word	Plurality	Gender	AnAbbreviationFor	AbbreviatedFrom	AnAcronymFor	irregularPluralForm	IsCompound	IsCountable	AcceptsZeroArticle	IsProperName	Compliments	BaseForm	Animacy	location	howCommon	commonRank	propBank	frame
Narayanganj	--	Neuter	--	--	--	--	false	null	null	true	--	Narayanganj	Inanimate	true	-1.0	-1	--
Sacheon	--	Neuter	--	--	--	--	false	null	null	true	--	Sacheon	Inanimate	true	-1.0	-1	--
São lourenço da mata	--	Neuter	--	--	--	--	true	null	null	true	--	São lourenço da mata	Inanimate	true	-1.0	-1	--
Songkhla	--	Neuter	--	--	--	--	false	null	null	true	--	Songkhla	Inanimate	true	-1.0	-1	--
Pontianak	--	Neuter	--	--	--	--	false	null	null	true	--	Pontianak	Inanimate	true	-1.0	-1	--
Montana	--	Neuter	--	--	--	--	false	null	null	true	--	Montana	Inanimate	true	-1.0	-1	--
Guelph	--	Neuter	--	--	--	--	false	null	null	true	--	Guelph	Inanimate	true	-1.0	-1	--
Kentucky	--	Neuter	--	--	--	--	false	null	null	true	--	Kentucky	Inanimate	true	-1.0	-1	--
Rugao	--	Neuter	--	--	--	--	false	null	null	true	--	Rugao	Inanimate	true	-1.0	-1	--
Simões filho	--	Neuter	--	--	--	--	true	null	null	true	--	Simões filho	Inanimate	true	-1.0	-1	--
Ghana	--	Neuter	--	--	--	--	false	null	null	true	--	Ghana	Inanimate	true	-1.0	-1	--
Duschanbe	--	Neuter	--	--	--	--	false	null	null	true	--	Duschanbe	Inanimate	true	-1.0	-1	--
Taganrog	--	Neuter	--	--	--	--	false	null	null	true	--	Taganrog	Inanimate	true	-1.0	-1	--
Southern ireland	--	Neuter	--	--	--	--	true	null	null	true	--	Southern ireland	Inanimate	true	-1.0	-1	--
Maldives	Plural	Neuter	--	--	--	--	false	null	null	true	--	Maldives	Inanimate	true	-1.0	-1	--
Sakakah	--	Neuter	--	--	--	--	false	null	null	true	--	Sakakah	Inanimate	true	-1.0	-1	--
Ciudad madero	--	Neuter	--	--	--	--	true	null	null	true	--	Ciudad madero	Inanimate	true	-1.0	-1	--
Thunder bay	--	Neuter	--	--	--	--	true	null	null	true	--	Thunder bay	Inanimate	true	-1.0	-1	--
Samarkand	--	Neuter	--	--	--	--	false	null	null	true	--	Samarkand	Inanimate	true	-1.0	-1	--
Uberlândia	--	Neuter	--	--	--	--	false	null	null	true	--	Uberlândia	Inanimate	true	-1.0	-1	--
Baotou	--	Neuter	--	--	--	--	false	null	null	true	--	Baotou	Inanimate	true	-1.0	-1	--
Guelma	--	Neuter	--	--	--	--	false	null	null	true	--	Guelma	Inanimate	true	-1.0	-1	--
Arish	--	Neuter	--	--	--	--	false	null	null	true	--	Arish	Inanimate	true	-1.0	-1	--
Tai'an	--	Neuter	--	--	--	--	false	null	null	true	--	Tai'an	Inanimate	true	-1.0	-1	--
Fukushima	--	Neuter	--	--	--	--	false	null	null	true	--	Fukushima	Inanimate	true	-1.0	-1	--
Iguala	--	Neuter	--	--	--	--	false	null	null	true	--	Iguala	Inanimate	true	-1.0	-1	--
Iwaki	--	Neuter	--	--	--	--	false	null	null	true	--	Iwaki	Inanimate	true	-1.0	-1	--
Orai	--	Neuter	--	--	--	--	false	null	null	true	--	Orai	Inanimate	true	-1.0	-1	--
Donostia	--	Neuter	--	--	--	--	false	null	null	true	--	Donostia	Inanimate	true	-1.0	-1	--
Binjai	--	Neuter	--	--	--	--	false	null	null	true	--	Binjai	Inanimate	true	-1.0	-1	--
Arvada	--	Neuter	--	--	--	--	false	null	null	true	--	Arvada	Inanimate	true	-1.0	-1	--
Wichita	--	Neuter	--	--	--	--	false	null	null	true	--	Wichita	Inanimate	true	-1.0	-1	--
Harare	--	Neuter	--	--	--	--	false	null	null	true	--	Harare	Inanimate	true	-1.0	-1	--
Trindade	--	Neuter	--	--	--	--	false	null	null	true	--	Trindade	Inanimate	true	-1.0	-1	--
Baguio	--	Neuter	--	--	--	--	false	null	null	true	--	Baguio	Inanimate	true	-1.0	-1	--
Oran	--	Neuter	--	--	--	--	false	null	null	true	--	Oran	Inanimate	true	-1.0	-1	--
Denver	--	Neuter	--	--	--	--	false	null	null	true	--	Denver	Inanimate	true	-1.0	-1	--
Behbahan	--	Neuter	--	--	--	--	false	null	null	true	--	Behbahan	Inanimate	true	-1.0	-1	--
Higüey	--	Neuter	--	--	--	--	false	null	null	true	--	Higüey	Inanimate	true	-1.0	-1	--
Rio branco	--	Neuter	--	--	--	--	true	null	null	true	--	Rio branco	Inanimate	true	-1.0	-1	--
Bandung	--	Neuter	--	--	--	--	false	null	null	true	--	Bandung	Inanimate	true	-1.0	-1	--
Warangal	--	Neuter	--	--	--	--	false	null	null	true	--	Warangal	Inanimate	true	-1.0	-1	--
Khemisset	--	Neuter	--	--	--	--	false	null	null	true	--	Khemisset	Inanimate	true	-1.0	-1	--
Biisk	--	Neuter	--	--	--	--	false	null	null	true	--	Biisk	Inanimate	true	-1.0	-1	--
Kaliningrad	--	Neuter	--	--	--	--	false	null	null	true	--	Kaliningrad	Inanimate	true	-1.0	-1	--
Yeosu	--	Neuter	--	--	--	--	false	null	null	true	--	Yeosu	Inanimate	true	-1.0	-1	--
Stavropol	--	Neuter	--	--	--	--	false	null	null	true	--	Stavropol	Inanimate	true	-1.0	-1	--
Mezhdurechensk	--	Neuter	--	--	--	--	false	null	null	true	--	Mezhdurechensk	Inanimate	true	-1.0	-1	--
Mbuji-mayi	--	Neuter	--	--	--	--	false	null	null	true	--	Mbuji-mayi	Inanimate	true	-1.0	-1	--
Gaziantep	--	Neuter	--	--	--	--	false	null	null	true	--	Gaziantep	Inanimate	true	-1.0	-1	--
Brescia	--	Neuter	--	--	--	--	false	null	null	true	--	Brescia	Inanimate	true	-1.0	-1	--
Rio claro	--	Neuter	--	--	--	--	true	null	null	true	--	Rio claro	Inanimate	true	-1.0	-1	--
Jessore	--	Neuter	--	--	--	--	false	null	null	true	--	Jessore	Inanimate	true	-1.0	-1	--
Falloujah	--	Neuter	--	--	--	--	false	null	null	true	--	Falloujah	Inanimate	true	-1.0	-1	--
Volgograd	--	Neuter	--	--	--	--	false	null	null	true	--	Volgograd	Inanimate	true	-1.0	-1	--
Várzea paulista	--	Neuter	--	--	--	--	true	null	null	true	--	Várzea paulista	Inanimate	true	-1.0	-1	--
Osogbo	--	Neuter	--	--	--	--	false	null	null	true	--	Osogbo	Inanimate	true	-1.0	-1	--
Estonia	--	Neuter	--	--	--	--	false	null	null	true	--	Estonia	Inanimate	true	-1.0	-1	--
Kiryukiryū	--	Neuter	--	--	--	--	false	null	null	true	--	Kiryukiryū	Inanimate	true	-1.0	-1	--
Gaza	--	Neuter	--	--	--	--	false	null	null	true	--	Gaza	Inanimate	true	-1.0	-1	--
Makassar	--	Neuter	--	--	--	--	false	null	null	true	--	Makassar	Inanimate	true	-1.0	-1	--
Abu dhabi	--	Neuter	--	--	--	--	true	null	null	true	--	Abu dhabi	Inanimate	true	-1.0	-1	--
Westminster	--	Neuter	--	--	--	--	false	null	null	true	--	Westminster	Inanimate	true	-1.0	-1	--
Khanewal	--	Neuter	--	--	--	--	false	null	null	true	--	Khanewal	Inanimate	true	-1.0	-1	--
Iizuka	--	Neuter	--	--	--	--	false	null	null	true	--	Iizuka	Inanimate	true	-1.0	-1	--
Kaechon	--	Neuter	--	--	--	--	false	null	null	true	--	Kaechon	Inanimate	true	-1.0	-1	--
Kallithea	--	Neuter	--	--	--	--	false	null	null	true	--	Kallithea	Inanimate	true	-1.0	-1	--
Queimados	--	Neuter	--	--	--	--	false	null	null	true	--	Queimados	Inanimate	true	-1.0	-1	--
Catanduva	--	Neuter	--	--	--	--	false	null	null	true	--	Catanduva	Inanimate	true	-1.0	-1	--
Thanesar	--	Neuter	--	--	--	--	false	null	null	true	--	Thanesar	Inanimate	true	-1.0	-1	--
Rajampet	--	Neuter	--	--	--	--	false	null	null	true	--	Rajampet	Inanimate	true	-1.0	-1	--
Regensburg	--	Neuter	--	--	--	--	false	null	null	true	--	Regensburg	Inanimate	true	-1.0	-1	--
Qidong	--	Neuter	--	--	--	--	false	null	null	true	--	Qidong	Inanimate	true	-1.0	-1	--
Kanuma	--	Neuter	--	--	--	--	false	null	null	true	--	Kanuma	Inanimate	true	-1.0	-1	--
Tenali	--	Neuter	--	--	--	--	false	null	null	true	--	Tenali	Inanimate	true	-1.0	-1	--
Khimki	--	Neuter	--	--	--	--	false	null	null	true	--	Khimki	Inanimate	true	-1.0	-1	--
Roi et	--	Neuter	--	--	--	--	true	null	null	true	--	Roi et	Inanimate	true	-1.0	-1	--
Khouribga	--	Neuter	--	--	--	--	false	null	null	true	--	Khouribga	Inanimate	true	-1.0	-1	--
