Word,VerbType,Transivity,Tense,Aspect,Person,Phrasal,IsInfinitive
straighten up,--,--,--,--,N/A,NotSeperable,null
paganise,--,Ambitransitive,--,--,N/A,No,null
outquoted,--,Transitive,Past,--,N/A,No,null
outshow,--,Transitive,--,--,N/A,No,null
scragging,--,--,--,--,N/A,No,null
graded,--,--,Past,--,N/A,No,null
unbalancing,--,--,--,--,N/A,No,null
personify,--,tran=np,--,--,N/A,No,null
delight,--,Ambitransitive,--,--,N/A,No,null
encore,--,Transitive,--,--,N/A,No,null
plugged,--,--,Past,--,N/A,No,null
martyrise,--,Transitive,--,--,N/A,No,null
rethicken,--,--,--,--,N/A,No,null
overdiscuss,--,Transitive,--,--,N/A,No,null
conglomerate,--,tran=np,--,--,N/A,No,null
predisagree,--,Intransitive,--,--,N/A,No,null
lignified,--,--,Past,--,N/A,No,null
fub,--,Transitive,--,--,N/A,No,null
wambled,--,--,Past,--,N/A,No,null
stabilize,--,Transitive,--,--,N/A,No,null
begrudged,--,Transitive,Past,--,N/A,No,null
splint,--,tran=np,--,--,N/A,No,null
fun,--,--,--,--,N/A,No,null
fur,--,tran=np,--,--,N/A,No,null
proletarising,--,Transitive,--,--,N/A,No,null
traipsing,--,--,--,--,N/A,No,null
inclosing,--,Transitive,--,--,N/A,No,null
bedighted,--,Transitive,Past,--,N/A,No,null
plying,--,--,--,--,N/A,No,null
second,--,Transitive,--,--,N/A,No,null
fistulized,--,--,Past,--,N/A,No,null
billeting,--,--,--,--,N/A,No,null
homogenize,--,Transitive,--,--,N/A,No,null
interagglutinating,--,Intransitive,--,--,N/A,No,null
cabling,--,--,--,--,N/A,No,null
cuitling,--,Transitive,--,--,N/A,No,null
fasten,--,Ambitransitive,--,--,N/A,No,null
hobbed,--,--,Past,--,N/A,No,null
overattenuating,--,Transitive,--,--,N/A,No,null
author,--,tran=np,--,--,N/A,No,null
nicher,--,Intransitive,--,--,N/A,No,null
rejuvenating,--,Transitive,--,--,N/A,No,null
deep-fry,--,--,--,--,N/A,No,null
reinsured,--,Transitive,Past,--,N/A,No,null
mispurchased,--,Transitive,Past,--,N/A,No,null
platinated,--,--,Past,--,N/A,No,null
reannotated,--,--,Past,--,N/A,No,null
dog paddle,--,--,--,--,N/A,NotSeperable,null
license,--,Transitive,--,--,N/A,No,null
parabolized,--,Transitive,Past,--,N/A,No,null
dream,--,Ambitransitive,--,--,N/A,No,null
velured,--,--,Past,--,N/A,No,null
plug,--,Ditransitive,--,--,N/A,No,null
pass up,--,Transitive,--,--,N/A,Seperable,null
renege,--,Intransitive,--,--,N/A,No,null
formularised,--,Transitive,Past,--,N/A,No,null
outstriven,--,Transitive,--,--,N/A,No,null
misemphasize,--,Transitive,--,--,N/A,No,null
groveling,--,Intransitive,--,--,N/A,No,null
prelocated,--,--,Past,--,N/A,No,null
outgambled,--,Transitive,Past,--,N/A,No,null
radiobroadcast,--,Ambitransitive,--,--,N/A,No,null
pluralised,--,Ambitransitive,Past,--,N/A,No,null
blind-stamp,--,Transitive,--,--,N/A,No,null
repromulgate,--,Transitive,--,--,N/A,No,null
formalise,--,Ambitransitive,--,--,N/A,No,null
extirpated,--,Transitive,Past,--,N/A,No,null
incarcerating,--,--,--,--,N/A,No,null
overobjectify,--,Transitive,--,--,N/A,No,null
outmeasuring,--,Transitive,--,--,N/A,No,null
depeopled,--,Transitive,Past,--,N/A,No,null
interdetermining,--,Transitive,--,--,N/A,No,null
Iricizing,--,Transitive,--,--,N/A,No,null
pack up,--,Intransitive,--,--,N/A,Seperable,null
tawse,--,--,--,--,N/A,No,null
joy-rode,--,Intransitive,--,--,N/A,No,null
vapourised,--,Ambitransitive,Past,--,N/A,No,null
bestrewn,--,Transitive,--,--,N/A,No,null
dandling,--,Transitive,--,--,N/A,No,null
underrun,--,Transitive,--,--,N/A,No,null
transmute,--,Transitive,--,--,N/A,No,null
rocket,--,Ambitransitive,--,--,N/A,No,null
discipling,--,--,--,--,N/A,No,null
discipline,--,Transitive,--,--,N/A,No,null
prereckon,--,Transitive,--,--,N/A,No,null
precompel,--,Transitive,--,--,N/A,No,null
cosmopolitanised,--,Transitive,Past,--,N/A,No,null
freeze,--,Ambitransitive,--,--,N/A,No,null
bathed,--,--,Past,--,N/A,No,null
acetified,--,Ambitransitive,Past,--,N/A,No,null
precultivated,--,Transitive,Past,--,N/A,No,null
snap up,--,Transitive,--,--,N/A,NotSeperable,null
agglomerated,--,--,Past,--,N/A,No,null
recodify,--,Transitive,--,--,N/A,No,null
outstruck,--,Transitive,--,--,N/A,No,null
legitimated,--,--,Past,--,N/A,No,null
allowance,--,Transitive,--,--,N/A,No,null
reenlarging,--,--,--,--,N/A,No,null
antecede,--,Transitive,--,--,N/A,No,null
dehypnotize,--,Transitive,--,--,N/A,No,null
gradated,--,--,Past,--,N/A,No,null
cabbling,--,Transitive,--,--,N/A,No,null
perfusing,--,Transitive,--,--,N/A,No,null
predischarging,--,Transitive,--,--,N/A,No,null
belly,--,tran=np+tran=np;part(out)+tran=pphr(to+np);part(up),--,--,N/A,No,null
waded,--,--,Past,--,N/A,No,null
metallising,--,Transitive,--,--,N/A,No,null
remerging,--,--,--,--,N/A,No,null
martyrize,--,Transitive,--,--,N/A,No,null
osmosed,--,--,Past,--,N/A,No,null
executed,--,Transitive,Past,--,N/A,No,null
recalcitrated,--,Intransitive,Past,--,N/A,No,null
guzzling,--,Intransitive,--,--,N/A,No,null
reinvestigate,--,tran=np,--,--,N/A,No,null
croquet,--,--,--,--,N/A,No,null
insulating,--,Transitive,--,--,N/A,No,null
preobstruct,--,Transitive,--,--,N/A,No,null
rimpled,--,--,Past,--,N/A,No,null
look over,--,Intransitive,--,--,N/A,Seperable,null
cogging,--,--,--,--,N/A,No,null
decollating,--,Transitive,--,--,N/A,No,null
issuing,--,--,--,--,N/A,No,null
intern,--,Ambitransitive,--,--,N/A,No,null
decancellated,--,Transitive,Past,--,N/A,No,null
rearrest,--,Transitive,--,--,N/A,No,null
rectified,--,Transitive,Past,--,N/A,No,null
subsampling,--,--,--,--,N/A,No,null
analyzed,--,Transitive,Past,--,N/A,No,null
creolizing,--,Transitive,--,--,N/A,No,null
circumnutating,--,Intransitive,--,--,N/A,No,null
cement,--,Transitive,--,--,N/A,No,null
bedaub,--,Transitive,--,--,N/A,No,null
concuss,--,Transitive,--,--,N/A,No,null
trick-or-treat,--,Intransitive,--,--,N/A,No,null
rescrutinizing,--,Transitive,--,--,N/A,No,null
lustrate,--,Transitive,--,--,N/A,No,null
relegate,--,Transitive,--,--,N/A,No,null
codified,--,Transitive,Past,--,N/A,No,null
capturing,--,--,--,--,N/A,No,null
exiling,--,--,--,--,N/A,No,null
remilitarizing,--,Transitive,--,--,N/A,No,null
forgo,--,tran=np,--,--,N/A,No,null
romp through,--,Intransitive,--,--,N/A,NotSeperable,null
invading,--,--,--,--,N/A,No,null
outreach,--,Transitive,--,--,N/A,No,null
preexcited,--,Transitive,Past,--,N/A,No,null
redintegrate,--,Ambitransitive,--,--,N/A,No,null
outfast,--,Transitive,--,--,N/A,No,null
verjuice,--,Transitive,--,--,N/A,No,null
enrolling,--,Ambitransitive,--,--,N/A,No,null
wimble,--,--,--,--,N/A,No,null
bedash,--,Transitive,--,--,N/A,No,null
recess,--,Transitive,--,--,N/A,No,null
forge,--,Ambitransitive,--,--,N/A,No,null
regrab,--,Transitive,--,--,N/A,No,null
avouch,--,Transitive,--,--,N/A,No,null
bolster,--,Transitive,--,--,N/A,No,null
overmystified,--,Transitive,Past,--,N/A,No,null
fordo,--,--,--,--,N/A,No,null
thwack,--,tran=np,--,--,N/A,No,null
socialising,--,Ambitransitive,--,--,N/A,No,null
apron,--,Transitive,--,--,N/A,No,null
gab,--,tran=pphr(about+np)+tran=pphr(about+np);part(on),--,--,N/A,No,null
gigging,--,--,--,--,N/A,No,null
gad,--,tran=pphr(about+np);nopass+tran=pphr(around+np);nopass,--,--,N/A,No,null
gag,--,Ambitransitive,--,--,N/A,No,null
perpetuate,--,Transitive,--,--,N/A,No,null
endplay,--,Transitive,--,--,N/A,No,null
gam,--,tran=np,--,--,N/A,No,null
break into,--,Intransitive,--,--,N/A,Seperable,null
gan,--,--,--,--,N/A,No,null
catapult,--,Transitive,--,--,N/A,No,null
gap,--,tran=np,--,--,N/A,No,null
restringing,--,--,--,--,N/A,No,null
gas,--,tran=np,--,--,N/A,No,null
gat,--,--,--,--,N/A,No,null
presecure,--,Transitive,--,--,N/A,No,null
shriek,--,tran=np,--,--,N/A,No,null
root out,--,Transitive,--,--,N/A,NotSeperable,null
belie,--,tran=np,--,--,N/A,No,null
exemplifying,--,Transitive,--,--,N/A,No,null
effervesce,--,Intransitive,--,--,N/A,No,null
rub up,--,Transitive,--,--,N/A,NotSeperable,null
bankrupt,--,Transitive,--,--,N/A,No,null
iodized,--,Transitive,Past,--,N/A,No,null
nobble,--,Transitive,--,--,N/A,No,null
gemming,--,--,--,--,N/A,No,null
recoding,--,Transitive,--,--,N/A,No,null
suppurated,--,Intransitive,Past,--,N/A,No,null
type,--,Transitive,--,--,N/A,No,null
sonnetising,--,Intransitive,--,--,N/A,No,null
foray,--,tran=pphr(into+np),--,--,N/A,No,null
interosculate,--,Intransitive,--,--,N/A,No,null
interassured,--,Transitive,Past,--,N/A,No,null
underpoint,--,Intransitive,--,--,N/A,No,null
hierarchised,--,Transitive,Past,--,N/A,No,null
belay,--,tran=np,--,--,N/A,No,null
preapproving,--,--,--,--,N/A,No,null
capriole,--,Intransitive,--,--,N/A,No,null
versifying,--,--,--,--,N/A,No,null
masticated,--,Ambitransitive,Past,--,N/A,No,null
prologuize,--,Intransitive,--,--,N/A,No,null
laurel,--,--,--,--,N/A,No,null
swearing,--,--,--,--,N/A,No,null
reaccentuated,--,Transitive,Past,--,N/A,No,null
restipulating,--,--,--,--,N/A,No,null
silverised,--,Transitive,Past,--,N/A,No,null
overbrowse,--,Transitive,--,--,N/A,No,null
demoted,--,Transitive,Past,--,N/A,No,null
mazing,--,--,--,--,N/A,No,null
outfawn,--,Transitive,--,--,N/A,No,null
recommenced,--,--,Past,--,N/A,No,null
hot-press,--,Transitive,--,--,N/A,No,null
cross-fertilized,--,Transitive,Past,--,N/A,No,null
overbaked,--,--,Past,--,N/A,No,null
overprized,--,Transitive,Past,--,N/A,No,null
stereotyping,--,--,--,--,N/A,No,null
court martial,--,--,--,--,N/A,NotSeperable,null
annihilating,--,Transitive,--,--,N/A,No,null
belch,--,tran=np+tran=pphr(from+np)+tran=np;part(out)+tran=np;part(forth),--,--,N/A,No,null
force,--,Transitive,--,--,N/A,No,null
nutted,--,--,Past,--,N/A,No,null
undersee,--,Intransitive,--,--,N/A,No,null
outstartling,--,Transitive,--,--,N/A,No,null
rub in,--,Transitive,--,--,N/A,Seperable,null
count on,--,Intransitive,--,--,N/A,NotSeperable,null
localize,--,Transitive,--,--,N/A,No,null
scorify,--,--,--,--,N/A,No,null
suffuse,--,Transitive,--,--,N/A,No,null
gee,--,--,--,--,N/A,No,null
boogie,--,--,--,--,N/A,No,null
tambour,--,--,--,--,N/A,No,null
gem,--,--,--,--,N/A,No,null
tyre,--,Transitive,--,--,N/A,No,null
gel,--,--,--,--,N/A,No,null
mistuned,--,--,Past,--,N/A,No,null
undersaw,--,Intransitive,--,--,N/A,No,null
cut out,--,Ambitransitive,--,--,N/A,Seperable,null
sabotage,--,Transitive,--,--,N/A,No,null
get,--,Intransitive,--,--,N/A,No,null
barber,--,Transitive,--,--,N/A,No,null
power,--,Ambitransitive,--,--,N/A,No,null
beeswax,--,Transitive,--,--,N/A,No,null
wabbled,--,Intransitive,Past,--,N/A,No,null
overaccelerating,--,--,--,--,N/A,No,null
swopped,--,Ambitransitive,Past,--,N/A,No,null
canalizing,--,Transitive,--,--,N/A,No,null
pack in,--,Transitive,--,--,N/A,Seperable,null
continued,--,--,Past,--,N/A,No,null
blacklegging,--,--,--,--,N/A,No,null
collating,--,Transitive,--,--,N/A,No,null
fire-cure,--,--,--,--,N/A,No,null
frolicked,--,--,Past,--,N/A,No,null
ladle out,--,Transitive,--,--,N/A,NotSeperable,null
activized,--,Transitive,Past,--,N/A,No,null
dress,--,Transitive,--,--,N/A,No,null
reconfiscate,--,Transitive,--,--,N/A,No,null
dream up,--,Transitive,--,--,N/A,NotSeperable,null
bloodied,--,--,Past,--,N/A,No,null
harbor,--,Ambitransitive,--,--,N/A,No,null
rustling,--,--,--,--,N/A,No,null
drest,--,--,--,--,N/A,No,null
replan,--,Transitive,--,--,N/A,No,null
innerving,--,Transitive,--,--,N/A,No,null
Yankeefy,--,Transitive,--,--,N/A,No,null
palm off,--,Transitive,--,--,N/A,NotSeperable,null
beflagging,--,Transitive,--,--,N/A,No,null
catheterising,--,Transitive,--,--,N/A,No,null
stroking,--,--,--,--,N/A,No,null
sexualized,--,Transitive,Past,--,N/A,No,null
hold with,--,Intransitive,--,--,N/A,Seperable,null
bandsawed,--,Transitive,Past,--,N/A,No,null
replay,--,tran=np,--,--,N/A,No,null
debouch,--,Intransitive,--,--,N/A,No,null
encarnalized,--,Transitive,Past,--,N/A,No,null
outbluff,--,Transitive,--,--,N/A,No,null
swear out,--,Transitive,--,--,N/A,NotSeperable,null
gib,--,--,--,--,N/A,No,null
gie,--,--,--,--,N/A,No,null
hole in one,--,Intransitive,--,--,N/A,NotSeperable,null
shrimp,--,Intransitive,--,--,N/A,No,null
gig,--,--,--,--,N/A,No,null
regret,--,Transitive,--,--,N/A,No,null
gin,--,Transitive,--,--,N/A,No,null
gip,--,--,--,--,N/A,No,null
maternalizing,--,Transitive,--,--,N/A,No,null
reflating,--,--,--,--,N/A,No,null
electropolish,--,Transitive,--,--,N/A,No,null
subdivide,--,Transitive,--,--,N/A,No,null
lichenised,--,Transitive,Past,--,N/A,No,null
regrew,--,--,--,--,N/A,No,null
station,--,Transitive,--,--,N/A,No,null
decaffeinate,--,Transitive,--,--,N/A,No,null
shrill,--,--,--,--,N/A,No,null
stating,--,--,--,--,N/A,No,null
disfranchising,--,Transitive,--,--,N/A,No,null
prosect,--,Transitive,--,--,N/A,No,null
catheterize,--,Transitive,--,--,N/A,No,null
follow,--,Transitive,--,--,N/A,No,null
degreased,--,Transitive,Past,--,N/A,No,null
premuddling,--,Transitive,--,--,N/A,No,null
emit,--,tran=np,--,--,N/A,No,null
revolutionizing,--,Transitive,--,--,N/A,No,null
intend,--,Transitive,--,--,N/A,No,null
refaced,--,Transitive,Past,--,N/A,No,null
flicker,--,Intransitive,--,--,N/A,No,null
analyse,--,Transitive,--,--,N/A,No,null
syntonizing,--,Transitive,--,--,N/A,No,null
untwine,--,Ambitransitive,--,--,N/A,No,null
chaffer,--,Intransitive,--,--,N/A,No,null
hiccup,--,--,--,--,N/A,No,null
proffer,--,Transitive,--,--,N/A,No,null
frivolled,--,--,Past,--,N/A,No,null
fluctuate,--,Intransitive,--,--,N/A,No,null
enscroll,--,Transitive,--,--,N/A,No,null
anathematising,--,Ambitransitive,--,--,N/A,No,null
fox-trot,--,Intransitive,--,--,N/A,No,null
predistributed,--,Transitive,Past,--,N/A,No,null
misform,--,--,--,--,N/A,No,null
jury-rig,--,Transitive,--,--,N/A,No,null
decimating,--,Transitive,--,--,N/A,No,null
penciling,--,--,--,--,N/A,No,null
lopper,--,Intransitive,--,--,N/A,No,null
devise,--,Transitive,--,--,N/A,No,null
homologise,--,Ambitransitive,--,--,N/A,No,null
overfix,--,--,--,--,N/A,No,null
underdrawing,--,Transitive,--,--,N/A,No,null
lopped,--,--,Past,--,N/A,No,null
fondling,--,--,--,--,N/A,No,null
cohobate,--,Transitive,--,--,N/A,No,null
prefabricate,--,Transitive,--,--,N/A,No,null
trellis,--,Transitive,--,--,N/A,No,null
alienating,--,Transitive,--,--,N/A,No,null
recompute,--,Transitive,--,--,N/A,No,null
relacquer,--,Transitive,--,--,N/A,No,null
allying,--,--,--,--,N/A,No,null
audition,--,tran=np+tran=pphr(for+np)+ditran=np+pphr(for+np),--,--,N/A,No,null
disencumber,--,Transitive,--,--,N/A,No,null
outshamed,--,Transitive,Past,--,N/A,No,null
preenumerate,--,Transitive,--,--,N/A,No,null
fire-cured,--,Transitive,Past,--,N/A,No,null
decolor,--,Transitive,--,--,N/A,No,null
give-and-take,--,--,--,--,N/A,No,null
preclaim,--,Transitive,--,--,N/A,No,null
ligaturing,--,--,--,--,N/A,No,null
prevaricating,--,Intransitive,--,--,N/A,No,null
unsworn,--,Transitive,--,--,N/A,No,null
reseizing,--,Transitive,--,--,N/A,No,null
encarnalised,--,Transitive,Past,--,N/A,No,null
gob,--,--,--,--,N/A,No,null
fluoresce,--,Intransitive,--,--,N/A,No,null
unswore,--,Transitive,--,--,N/A,No,null
empt,--,Transitive,--,--,N/A,No,null
correct,--,Transitive,--,--,N/A,No,null
lade,--,Transitive,--,--,N/A,No,null
eclipsing,--,--,--,--,N/A,No,null
mense,--,Transitive,--,--,N/A,No,null
cremate,--,Transitive,--,--,N/A,No,null
sibilate,--,--,--,--,N/A,No,null
Hellenize,--,--,--,--,N/A,No,null
got,--,--,--,--,N/A,No,null
presolve,--,Transitive,--,--,N/A,No,null
rearrange,--,Transitive,--,--,N/A,No,null
fall through,--,Intransitive,--,--,N/A,NotSeperable,null
enlarge,--,Ambitransitive,--,--,N/A,No,null
callous,--,--,--,--,N/A,No,null
birdieing,--,--,--,--,N/A,No,null
murder,--,Transitive,--,--,N/A,No,null
crabbing,--,--,--,--,N/A,No,null
simonizing,--,Transitive,--,--,N/A,No,null
lace,--,Transitive,--,--,N/A,No,null
outface,--,Transitive,--,--,N/A,No,null
raddle,--,Transitive,--,--,N/A,No,null
regrown,--,--,--,--,N/A,No,null
dapped,--,--,Past,--,N/A,No,null
lack,--,Transitive,--,--,N/A,No,null
toast,--,Transitive,--,--,N/A,No,null
scrouged,--,Ambitransitive,Past,--,N/A,No,null
misjudge,--,tran=np,--,--,N/A,No,null
instituting,--,--,--,--,N/A,No,null
Mimeograph,--,--,--,--,N/A,No,null
tropicalise,--,Transitive,--,--,N/A,No,null
stickybeak,--,--,--,--,N/A,No,null
jangle,--,Transitive,--,--,N/A,No,null
Lullaby,--,--,--,--,N/A,No,null
kidnaping,--,Transitive,--,--,N/A,No,null
deaerate,--,Transitive,--,--,N/A,No,null
bowdlerised,--,Transitive,Past,--,N/A,No,null
prepractised,--,--,Past,--,N/A,No,null
root up,--,Transitive,--,--,N/A,NotSeperable,null
go away,--,Intransitive,--,--,N/A,Seperable,null
standardized,--,--,Past,--,N/A,No,null
ethylate,--,tran=np,--,--,N/A,No,null
hypothesize,--,--,--,--,N/A,No,null
overindulge,--,Ambitransitive,--,--,N/A,No,null
regroup,--,Transitive,--,--,N/A,No,null
azotizing,--,Transitive,--,--,N/A,No,null
wade,--,Intransitive,--,--,N/A,No,null
kick upstairs,--,Transitive,--,--,N/A,NotSeperable,null
anoint,--,Transitive,--,--,N/A,No,null
subspecialized,--,--,Past,--,N/A,No,null
preindicating,--,Transitive,--,--,N/A,No,null
overnourish,--,Transitive,--,--,N/A,No,null
hamper,--,Transitive,--,--,N/A,No,null
inspanning,--,Transitive,--,--,N/A,No,null
doting,--,Intransitive,--,--,N/A,No,null
usher,--,Transitive,--,--,N/A,No,null
formylate,--,Transitive,--,--,N/A,No,null
ordain,--,Transitive,--,--,N/A,No,null
circularized,--,Transitive,Past,--,N/A,No,null
helved,--,--,Past,--,N/A,No,null
convalesced,--,Intransitive,Past,--,N/A,No,null
wage,--,Transitive,--,--,N/A,No,null
vaporized,--,--,Past,--,N/A,No,null
forgoing,--,Transitive,--,--,N/A,No,null
objectivizing,--,Transitive,--,--,N/A,No,null
heaved,--,--,Past,--,N/A,No,null
euhemerising,--,Ambitransitive,--,--,N/A,No,null
anagrammatized,--,Transitive,Past,--,N/A,No,null
carburised,--,Transitive,Past,--,N/A,No,null
disrespect,--,Transitive,--,--,N/A,No,null
jangling,--,--,--,--,N/A,No,null
waft,--,tran=np,--,--,N/A,No,null
upbear,--,Transitive,--,--,N/A,No,null
soogeed,--,--,Past,--,N/A,No,null
analyze,--,Transitive,--,--,N/A,No,null
waff,--,--,--,--,N/A,No,null
gum,--,tran=np;part(up)+cplxtran=np,advbl,--,--,N/A,No,null
gun,--,tran=np+tran=np;part(down)+tran=pphr(for+np),--,--,N/A,No,null
wait,--,Intransitive,--,--,N/A,No,null
gnawed,--,--,Past,--,N/A,No,null
wair,--,Transitive,--,--,N/A,No,null
dapple,--,tran=np+ditran=np+pphr(with+np),--,--,N/A,No,null
gut,--,Transitive,--,--,N/A,No,null
revindicated,--,Transitive,Past,--,N/A,No,null
categorized,--,Transitive,Past,--,N/A,No,null
guy,--,Transitive,--,--,N/A,No,null
unshaded,--,Transitive,Past,--,N/A,No,null
reclothe,--,Transitive,--,--,N/A,No,null
exterminated,--,Transitive,Past,--,N/A,No,null
overstrengthen,--,--,--,--,N/A,No,null
antiquate,--,Transitive,--,--,N/A,No,null
wail,--,Intransitive,--,--,N/A,No,null
troweling,--,--,--,--,N/A,No,null
debit,--,Transitive,--,--,N/A,No,null
laid,--,--,--,--,N/A,No,null
laik,--,Intransitive,--,--,N/A,No,null
gonna,--,--,--,--,N/A,No,null
pantomimed,--,--,Past,--,N/A,No,null
lain,--,--,--,--,N/A,No,null
lair,--,Intransitive,--,--,N/A,No,null
recanceling,--,Transitive,--,--,N/A,No,null
underlapped,--,Transitive,Past,--,N/A,No,null
homologize,--,--,--,--,N/A,No,null
preexposed,--,Transitive,Past,--,N/A,No,null
castrating,--,Transitive,--,--,N/A,No,null
renovating,--,--,--,--,N/A,No,null
emasculating,--,--,--,--,N/A,No,null
prepurchased,--,Transitive,Past,--,N/A,No,null
franchise,--,Transitive,--,--,N/A,No,null
wiredrawn,--,Transitive,--,--,N/A,No,null
carouse,--,Intransitive,--,--,N/A,No,null
lall,--,Intransitive,--,--,N/A,No,null
hypothesise,--,Intransitive,--,--,N/A,No,null
rimple,--,Ambitransitive,--,--,N/A,No,null
twangling,--,Intransitive,--,--,N/A,No,null
wake,--,Ambitransitive,--,--,N/A,No,null
regiven,--,--,--,--,N/A,No,null
prerejoiced,--,Intransitive,Past,--,N/A,No,null
preunderstand,--,--,--,--,N/A,No,null
cross-referring,--,Ambitransitive,--,--,N/A,No,null
swigging,--,Intransitive,--,--,N/A,No,null
restock,--,Ambitransitive,--,--,N/A,No,null
interfile,--,Transitive,--,--,N/A,No,null
bemeaning,--,Transitive,--,--,N/A,No,null
tutor,--,Ambitransitive,--,--,N/A,No,null
overconsumed,--,--,Past,--,N/A,No,null
reconcile,--,Transitive,--,--,N/A,No,null
reservice,--,Transitive,--,--,N/A,No,null
annul,--,tran=np,--,--,N/A,No,null
literalize,--,Transitive,--,--,N/A,No,null
phonemicized,--,Transitive,Past,--,N/A,No,null
stonewall,--,Intransitive,--,--,N/A,No,null
interlibeled,--,Transitive,Past,--,N/A,No,null
shroff,--,Transitive,--,--,N/A,No,null
gyp,--,tran=np,--,--,N/A,No,null
Hellenizing,--,--,--,--,N/A,No,null
mensing,--,--,--,--,N/A,No,null
pressurizing,--,Transitive,--,--,N/A,No,null
transvaluing,--,Transitive,--,--,N/A,No,null
defacing,--,Transitive,--,--,N/A,No,null
personate,--,Transitive,--,--,N/A,No,null
missung,--,--,--,--,N/A,No,null
land,--,Intransitive,--,--,N/A,No,null
whiling,--,--,--,--,N/A,No,null
overloving,--,--,--,--,N/A,No,null
outwasted,--,Transitive,Past,--,N/A,No,null
skreegh,--,Intransitive,--,--,N/A,No,null
cramming,--,--,--,--,N/A,No,null
defoliated,--,--,Past,--,N/A,No,null
mischoose,--,Intransitive,--,--,N/A,No,null
maffick,--,Intransitive,--,--,N/A,No,null
interassure,--,Transitive,--,--,N/A,No,null
overfly,--,tran=np,--,--,N/A,No,null
redisposed,--,Transitive,Past,--,N/A,No,null
outfame,--,Transitive,--,--,N/A,No,null
reassumed,--,Transitive,Past,--,N/A,No,null
Irishize,--,Transitive,--,--,N/A,No,null
wale,--,Transitive,--,--,N/A,No,null
lamb,--,Intransitive,--,--,N/A,No,null
menstruate,--,Intransitive,--,--,N/A,No,null
wall,--,Transitive,--,--,N/A,No,null
walk,--,Intransitive,--,--,N/A,No,null
lame,--,Transitive,--,--,N/A,No,null
reemphasize,--,Transitive,--,--,N/A,No,null
force-feed,--,tran=np,Past,--,N/A,No,null
refusing,--,--,--,--,N/A,No,null
decay,--,Intransitive,--,--,N/A,No,null
capitalising,--,Transitive,--,--,N/A,No,null
preimpair,--,Transitive,--,--,N/A,No,null
imbued,--,Transitive,Past,--,N/A,No,null
induct,--,Transitive,--,--,N/A,No,null
airwash,--,Transitive,--,--,N/A,No,null
crook,--,tran=np,--,--,N/A,No,null
outdevil,--,Transitive,--,--,N/A,No,null
croon,--,tran=np+ditran=np+pphr(to+np);datmvt,--,--,N/A,No,null
cajoling,--,Ambitransitive,--,--,N/A,No,null
denaturised,--,Transitive,Past,--,N/A,No,null
decal,--,--,--,--,N/A,No,null
reenunciated,--,--,Past,--,N/A,No,null
drift,--,Ambitransitive,--,--,N/A,No,null
outcaper,--,Transitive,--,--,N/A,No,null
spragging,--,--,--,--,N/A,No,null
secularise,--,Transitive,--,--,N/A,No,null
foreffelt,--,--,--,--,N/A,No,null
overcrowd,--,Ambitransitive,--,--,N/A,No,null
rabble-roused,--,Intransitive,Past,--,N/A,No,null
dispart,--,Ambitransitive,--,--,N/A,No,null
want,--,Transitive,--,--,N/A,No,null
overeye,--,Transitive,--,--,N/A,No,null
pulsed,--,--,Past,--,N/A,No,null
uncover,--,Transitive,--,--,N/A,No,null
wank,--,Intransitive,--,--,N/A,No,null
prerecognized,--,Transitive,Past,--,N/A,No,null
induce,--,Transitive,--,--,N/A,No,null
hoppled,--,Transitive,Past,--,N/A,No,null
wane,--,Intransitive,--,--,N/A,No,null
relapsed,--,--,Past,--,N/A,No,null
anatomised,--,Transitive,Past,--,N/A,No,null
mug up,--,--,--,--,N/A,NotSeperable,null
Negritising,--,Transitive,--,--,N/A,No,null
scotch-taped,--,Transitive,Past,--,N/A,No,null
shagged,--,Transitive,Past,--,N/A,No,null
larn,--,Transitive,--,--,N/A,No,null
interscribe,--,Transitive,--,--,N/A,No,null
psyching,--,Transitive,--,--,N/A,No,null
presignal,--,Transitive,--,--,N/A,No,null
turpentining,--,--,--,--,N/A,No,null
ware,--,Transitive,--,--,N/A,No,null
ward,--,Transitive,--,--,N/A,No,null
granitize,--,Transitive,--,--,N/A,No,null
bethought,--,--,--,--,N/A,No,null
characterizing,--,Transitive,--,--,N/A,No,null
found,--,Transitive,--,--,N/A,No,null
jundy,--,Ambitransitive,--,--,N/A,No,null
lard,--,Transitive,--,--,N/A,No,null
encrypt,--,Transitive,--,--,N/A,No,null
outechoing,--,Transitive,--,--,N/A,No,null
enlace,--,Transitive,--,--,N/A,No,null
roentgenize,--,Transitive,--,--,N/A,No,null
aline,--,--,--,--,N/A,No,null
lark,--,Intransitive,--,--,N/A,No,null
measure out,--,Transitive,--,--,N/A,NotSeperable,null
slatting,--,--,--,--,N/A,No,null
bartend,--,Intransitive,--,--,N/A,No,null
kythe,--,Ambitransitive,--,--,N/A,No,null
hypostatizing,--,Transitive,--,--,N/A,No,null
awing,--,--,--,--,N/A,No,null
synthesizing,--,Transitive,--,--,N/A,No,null
rescheduling,--,Transitive,--,--,N/A,No,null
field-stripping,--,Transitive,--,--,N/A,No,null
intimate,--,Transitive,--,--,N/A,No,null
dilapidate,--,tran=np,--,--,N/A,No,null
retting,--,Transitive,--,--,N/A,No,null
gelled,--,--,Past,--,N/A,No,null
presprinkling,--,Transitive,--,--,N/A,No,null
evoke,--,Transitive,--,--,N/A,No,null
