Word,VerbType,Transivity,Tense,Aspect,Person,Phrasal,IsInfinitive
disbelieve,--,Ambitransitive,--,--,N/A,No,null
unstep,--,--,--,--,N/A,No,null
disgavelled,--,Transitive,Past,--,N/A,No,null
enveloping,--,--,--,--,N/A,No,null
carol,--,tran=np,--,--,N/A,No,null
familiarising,--,Ambitransitive,--,--,N/A,No,null
counterbalancing,--,--,--,--,N/A,No,null
intimidating,--,Transitive,--,--,N/A,No,null
burnt,--,--,--,--,N/A,No,null
peculated,--,Ambitransitive,Past,--,N/A,No,null
hitchhiked,--,Intransitive,Past,--,N/A,No,null
dictated,--,--,Past,--,N/A,No,null
felicitating,--,--,--,--,N/A,No,null
imperilled,--,Transitive,Past,--,N/A,No,null
intenerate,--,Transitive,--,--,N/A,No,null
enflaming,--,Ambitransitive,--,--,N/A,No,null
diagnosed,--,--,Past,--,N/A,No,null
carny,--,--,--,--,N/A,No,null
overpet,--,Transitive,--,--,N/A,No,null
escaping,--,--,--,--,N/A,No,null
overclutter,--,Transitive,--,--,N/A,No,null
confect,--,Transitive,--,--,N/A,No,null
fisticuff,--,Ambitransitive,--,--,N/A,No,null
admonish,--,Transitive,--,--,N/A,No,null
untranquillised,--,Transitive,Past,--,N/A,No,null
delegate,--,Transitive,--,--,N/A,No,null
canalized,--,Transitive,Past,--,N/A,No,null
mangled,--,Transitive,Past,--,N/A,No,null
wifely,--,Transitive,--,--,N/A,No,null
evangelizing,--,--,--,--,N/A,No,null
exuberated,--,Intransitive,Past,--,N/A,No,null
pissing,--,--,--,--,N/A,No,null
modernize,--,Ambitransitive,--,--,N/A,No,null
regalvanize,--,Transitive,--,--,N/A,No,null
drop-forged,--,Transitive,Past,--,N/A,No,null
prevaricated,--,Intransitive,Past,--,N/A,No,null
do without,--,Intransitive,--,--,N/A,Seperable,null
katalyzed,--,Transitive,Past,--,N/A,No,null
complete,--,Transitive,--,--,N/A,No,null
compensate,--,Ambitransitive,--,--,N/A,No,null
unchapter,--,Transitive,--,--,N/A,No,null
burke,--,Transitive,--,--,N/A,No,null
fertilising,--,Transitive,--,--,N/A,No,null
semaphored,--,--,Past,--,N/A,No,null
fritter,--,Transitive,--,--,N/A,No,null
acclimatizing,--,Ambitransitive,--,--,N/A,No,null
ligate,--,Transitive,--,--,N/A,No,null
consonantalized,--,Ambitransitive,Past,--,N/A,No,null
revibrated,--,--,Past,--,N/A,No,null
hyposensitize,--,Transitive,--,--,N/A,No,null
eternalised,--,Transitive,Past,--,N/A,No,null
misapplying,--,Transitive,--,--,N/A,No,null
unplait,--,Transitive,--,--,N/A,No,null
jarring,--,--,--,--,N/A,No,null
intoning,--,--,--,--,N/A,No,null
mediatizing,--,Transitive,--,--,N/A,No,null
overpay,--,tran=np+ditran=np+pphr(for+np),--,--,N/A,No,null
raffled,--,--,Past,--,N/A,No,null
clench,--,Transitive,--,--,N/A,No,null
pommel,--,tran=np,--,--,N/A,No,null
retold,--,--,--,--,N/A,No,null
turn away,--,Transitive,--,--,N/A,Seperable,null
yarovized,--,Transitive,Past,--,N/A,No,null
atomizing,--,Transitive,--,--,N/A,No,null
bank on,--,Intransitive,--,--,N/A,NotSeperable,null
resignaling,--,--,--,--,N/A,No,null
bedlamize,--,Transitive,--,--,N/A,No,null
lyophilize,--,Transitive,--,--,N/A,No,null
understricken,--,Transitive,--,--,N/A,No,null
gliding,--,--,--,--,N/A,No,null
overelating,--,Transitive,--,--,N/A,No,null
desensitizing,--,Transitive,--,--,N/A,No,null
displace,--,Transitive,--,--,N/A,No,null
half-soled,--,Transitive,Past,--,N/A,No,null
minimising,--,Transitive,--,--,N/A,No,null
eventuating,--,Intransitive,--,--,N/A,No,null
glutting,--,--,--,--,N/A,No,null
swindle,--,Transitive,--,--,N/A,No,null
daff,--,Intransitive,--,--,N/A,No,null
dreamed,--,--,Past,--,N/A,No,null
discommode,--,Transitive,--,--,N/A,No,null
subsist,--,Transitive,--,--,N/A,No,null
revolutionise,--,Transitive,--,--,N/A,No,null
mutated,--,--,Past,--,N/A,No,null
exenterate,--,Transitive,--,--,N/A,No,null
dado,--,Transitive,--,--,N/A,No,null
betting,--,--,--,--,N/A,No,null
unmake,--,tran=np,--,--,N/A,No,null
focalise,--,Transitive,--,--,N/A,No,null
unbale,--,Transitive,--,--,N/A,No,null
austemper,--,Transitive,--,--,N/A,No,null
harangued,--,--,Past,--,N/A,No,null
overawing,--,Transitive,--,--,N/A,No,null
fritted,--,--,Past,--,N/A,No,null
reaffiliated,--,--,Past,--,N/A,No,null
exercised,--,--,Past,--,N/A,No,null
effigiated,--,Transitive,Past,--,N/A,No,null
retool,--,tran=np,--,--,N/A,No,null
dumfound,--,Transitive,--,--,N/A,No,null
indoctrinated,--,Transitive,Past,--,N/A,No,null
resaddling,--,--,--,--,N/A,No,null
Judaised,--,Intransitive,Past,--,N/A,No,null
relayed,--,--,Past,--,N/A,No,null
unpictorialize,--,Transitive,--,--,N/A,No,null
catheterized,--,Transitive,Past,--,N/A,No,null
outbulging,--,--,--,--,N/A,No,null
overoffend,--,Transitive,--,--,N/A,No,null
outsped,--,Transitive,Past,--,N/A,No,null
harken,--,tran=pphr(to+np)+tran=pphr(to+np);part(back),--,--,N/A,No,null
repenning,--,Transitive,--,--,N/A,No,null
misreckon,--,Transitive,--,--,N/A,No,null
bundled,--,--,Past,--,N/A,No,null
re-record,--,Transitive,--,--,N/A,No,null
dehydroffroze,--,Transitive,--,--,N/A,No,null
intercorrelated,--,Transitive,Past,--,N/A,No,null
sentimentalize,--,tran=np,--,--,N/A,No,null
epiphanised,--,Transitive,Past,--,N/A,No,null
overpersecuted,--,Transitive,Past,--,N/A,No,null
linearise,--,Transitive,--,--,N/A,No,null
rooving,--,--,--,--,N/A,No,null
liberalizing,--,Ambitransitive,--,--,N/A,No,null
scythe,--,Transitive,--,--,N/A,No,null
misdefined,--,Transitive,Past,--,N/A,No,null
sandaled,--,--,Past,--,N/A,No,null
braved,--,--,Past,--,N/A,No,null
effeminated,--,--,Past,--,N/A,No,null
smut,--,tran=np,--,--,N/A,No,null
overgarrison,--,Transitive,--,--,N/A,No,null
vestibuling,--,--,--,--,N/A,No,null
unbinding,--,Transitive,--,--,N/A,No,null
misfield,--,--,--,--,N/A,No,null
intertinge,--,Transitive,--,--,N/A,No,null
freshen,--,Intransitive,--,--,N/A,No,null
dog-ear,--,Transitive,--,--,N/A,No,null
displant,--,Transitive,--,--,N/A,No,null
overcontribute,--,--,--,--,N/A,No,null
preexclude,--,Transitive,--,--,N/A,No,null
pustulated,--,--,Past,--,N/A,No,null
garage,--,Transitive,--,--,N/A,No,null
incurred,--,Transitive,Past,--,N/A,No,null
superinscribed,--,Transitive,Past,--,N/A,No,null
atrophy,--,tran=np,--,--,N/A,No,null
buying,--,--,--,--,N/A,No,null
bail up,--,Ambitransitive,--,--,N/A,NotSeperable,null
mundifying,--,Transitive,--,--,N/A,No,null
whip up,--,Transitive,--,--,N/A,NotSeperable,null
hachuring,--,--,--,--,N/A,No,null
outspin,--,Transitive,--,--,N/A,No,null
rearousing,--,--,--,--,N/A,No,null
outspit,--,Transitive,--,--,N/A,No,null
gorgonized,--,Transitive,Past,--,N/A,No,null
Stacia,--,Transitive,--,--,N/A,No,null
gemmated,--,--,Past,--,N/A,No,null
abnegating,--,Transitive,--,--,N/A,No,null
reinfect,--,Transitive,--,--,N/A,No,null
underprize,--,Transitive,--,--,N/A,No,null
cased,--,--,Past,--,N/A,No,null
unhinging,--,Transitive,--,--,N/A,No,null
jagging,--,--,--,--,N/A,No,null
jump-start,--,--,--,--,N/A,No,null
scuttle,--,Intransitive,--,--,N/A,No,null
preneglect,--,Transitive,--,--,N/A,No,null
deaerated,--,Transitive,Past,--,N/A,No,null
underbalancing,--,Transitive,--,--,N/A,No,null
sit over,--,Intransitive,--,--,N/A,NotSeperable,null
prepledging,--,Transitive,--,--,N/A,No,null
depolymerized,--,Transitive,Past,--,N/A,No,null
reoccurred,--,Intransitive,Past,--,N/A,No,null
suppose,--,Transitive,--,--,N/A,No,null
surcingle,--,--,--,--,N/A,No,null
ensanguining,--,Transitive,--,--,N/A,No,null
conspire,--,Intransitive,--,--,N/A,No,null
overpsychologize,--,--,--,--,N/A,No,null
support,--,Transitive,--,--,N/A,No,null
locating,--,--,--,--,N/A,No,null
channelled,--,--,Past,--,N/A,No,null
regild,--,Transitive,--,--,N/A,No,null
pulsating,--,Intransitive,--,--,N/A,No,null
consoling,--,Transitive,--,--,N/A,No,null
decant,--,tran=np,--,--,N/A,No,null
prereturn,--,Intransitive,--,--,N/A,No,null
pretranslating,--,Transitive,--,--,N/A,No,null
reexpand,--,tran=np,--,--,N/A,No,null
hedgehop,--,--,--,--,N/A,No,null
platinised,--,Transitive,Past,--,N/A,No,null
frugged,--,--,Past,--,N/A,No,null
transmigrate,--,Intransitive,--,--,N/A,No,null
damp,--,Transitive,--,--,N/A,No,null
signalised,--,Transitive,Past,--,N/A,No,null
podzolizing,--,Ambitransitive,--,--,N/A,No,null
preinterceded,--,Intransitive,Past,--,N/A,No,null
birdlime,--,Transitive,--,--,N/A,No,null
decamp,--,Intransitive,--,--,N/A,No,null
brighten,--,tran=np+tran=np;part(up),--,--,N/A,No,null
fantasizing,--,--,--,--,N/A,No,null
rataplanned,--,--,Past,--,N/A,No,null
adffroze,--,Transitive,--,--,N/A,No,null
regenerating,--,--,--,--,N/A,No,null
outrange,--,Transitive,--,--,N/A,No,null
preenjoy,--,Transitive,--,--,N/A,No,null
reapplying,--,--,--,--,N/A,No,null
storing,--,--,--,--,N/A,No,null
damn,--,Transitive,--,--,N/A,No,null
unpictorialised,--,Transitive,Past,--,N/A,No,null
preconspiring,--,--,--,--,N/A,No,null
disassociating,--,Transitive,--,--,N/A,No,null
coigne,--,Transitive,--,--,N/A,No,null
retort,--,Transitive,--,--,N/A,No,null
reacclimatizing,--,--,--,--,N/A,No,null
torment,--,Transitive,--,--,N/A,No,null
chelate,--,Intransitive,--,--,N/A,No,null
subinfeudated,--,Ambitransitive,Past,--,N/A,No,null
jewelling,--,--,--,--,N/A,No,null
regird,--,Transitive,--,--,N/A,No,null
disarticulate,--,tran=np,--,--,N/A,No,null
enshrine,--,Transitive,--,--,N/A,No,null
resupply,--,Transitive,--,--,N/A,No,null
seized,--,--,Past,--,N/A,No,null
misdrew,--,--,--,--,N/A,No,null
ambled,--,--,Past,--,N/A,No,null
lambaste,--,Transitive,--,--,N/A,No,null
conjectured,--,--,Past,--,N/A,No,null
preencourage,--,Transitive,--,--,N/A,No,null
anthologised,--,Intransitive,Past,--,N/A,No,null
bepaint,--,Transitive,--,--,N/A,No,null
rerise,--,--,--,--,N/A,No,null
prussianizing,--,Transitive,--,--,N/A,No,null
coinsured,--,Ambitransitive,Past,--,N/A,No,null
back up,--,Intransitive,--,--,N/A,Seperable,null
new-mint,--,Transitive,--,--,N/A,No,null
schmooze,--,Intransitive,--,--,N/A,No,null
rearouse,--,tran=np,--,--,N/A,No,null
spiflicate,--,Transitive,--,--,N/A,No,null
phosphorate,--,Transitive,--,--,N/A,No,null
vestibuled,--,--,Past,--,N/A,No,null
slander,--,tran=np,--,--,N/A,No,null
cinematize,--,Ambitransitive,--,--,N/A,No,null
desulfurise,--,Transitive,--,--,N/A,No,null
evidenced,--,--,Past,--,N/A,No,null
nid-nod,--,--,--,--,N/A,No,null
reexercise,--,tran=np,--,--,N/A,No,null
wish on,--,Transitive,--,--,N/A,Seperable,null
pretraced,--,Transitive,Past,--,N/A,No,null
anagrammatize,--,--,--,--,N/A,No,null
confess,--,Transitive,--,--,N/A,No,null
consuming,--,--,--,--,N/A,No,null
dart,--,cplxtran=np,advbl;part(out),--,--,N/A,No,null
outgloom,--,Transitive,--,--,N/A,No,null
borated,--,--,Past,--,N/A,No,null
cached,--,--,Past,--,N/A,No,null
darn,--,tran=np,--,--,N/A,No,null
dark,--,--,--,--,N/A,No,null
predistinguish,--,Transitive,--,--,N/A,No,null
waterproof,--,Transitive,--,--,N/A,No,null
flustrating,--,Transitive,--,--,N/A,No,null
regurgitated,--,--,Past,--,N/A,No,null
dare,Modal,Transitive,Present,--,N/A,No,false
branch out,--,Intransitive,--,--,N/A,NotSeperable,null
emaciating,--,Transitive,--,--,N/A,No,null
reobliging,--,Transitive,--,--,N/A,No,null
reisolating,--,Transitive,--,--,N/A,No,null
ammonifying,--,--,--,--,N/A,No,null
set against,--,Transitive,--,--,N/A,NotSeperable,null
outdoing,--,Transitive,--,--,N/A,No,null
undrawing,--,--,--,--,N/A,No,null
contrive,--,Transitive,--,--,N/A,No,null
reembodying,--,Transitive,--,--,N/A,No,null
dimpled,--,--,Past,--,N/A,No,null
lignify,--,tran=np,--,--,N/A,No,null
liquidising,--,Transitive,--,--,N/A,No,null
retrocede,--,Ambitransitive,--,--,N/A,No,null
structuring,--,--,--,--,N/A,No,null
cast on,--,--,--,--,N/A,Seperable,null
reinfest,--,Transitive,--,--,N/A,No,null
date,--,Ambitransitive,--,--,N/A,No,null
flipped,--,--,Past,--,N/A,No,null
chuted,--,--,Past,--,N/A,No,null
anagrammatise,--,Transitive,--,--,N/A,No,null
grinning,--,--,--,--,N/A,No,null
regive,--,tran=np+tran=np;part(back)+tran=np;part(over)+tran=np;part(out)+tran=pphr(to+np);part(in)+tran=np;part(up)+tran=pphr(on+np);part(up)+tran=np;part(away)+tran=ingcomp:subjc;part(up)+ditran=np+pphr(to+np);datmvt+ditran=np+pphr(to+np);part(back);datmvt+ditran=np+pphr(for+np)+ditran=np+pphr(for+np);part(up)+ditran=np+pphr(to+np);part(back)+cplxtran=np,infcomp:objr+cplxtran=np,infcomp:objr;part(out),--,--,N/A,No,null
bad-mouth,--,Transitive,--,--,N/A,No,null
recanceled,--,Transitive,Past,--,N/A,No,null
hypersensitised,--,Transitive,Past,--,N/A,No,null
distributing,--,Transitive,--,--,N/A,No,null
girth,--,Transitive,--,--,N/A,No,null
simmer,--,Intransitive,--,--,N/A,No,null
eviscerate,--,Ambitransitive,--,--,N/A,No,null
fox-trotted,--,Intransitive,Past,--,N/A,No,null
stampeded,--,--,Past,--,N/A,No,null
hierarchize,--,Transitive,--,--,N/A,No,null
repudiating,--,Transitive,--,--,N/A,No,null
deodorized,--,Transitive,Past,--,N/A,No,null
misdraw,--,--,--,--,N/A,No,null
stooging,--,--,--,--,N/A,No,null
demoralized,--,Transitive,Past,--,N/A,No,null
enplane,--,Intransitive,--,--,N/A,No,null
famish,--,tran=np,--,--,N/A,No,null
flameout,--,--,--,--,N/A,No,null
flopping,--,--,--,--,N/A,No,null
shambling,--,--,--,--,N/A,No,null
dash,--,Intransitive,--,--,N/A,No,null
interdebated,--,--,Past,--,N/A,No,null
marsupialised,--,Transitive,Past,--,N/A,No,null
serenade,--,Ambitransitive,--,--,N/A,No,null
bishoping,--,--,--,--,N/A,No,null
outdanced,--,Transitive,Past,--,N/A,No,null
outthieving,--,Transitive,--,--,N/A,No,null
reenergizing,--,Transitive,--,--,N/A,No,null
sloking,--,--,--,--,N/A,No,null
scutter,--,--,--,--,N/A,No,null
tranquilizing,--,Ambitransitive,--,--,N/A,No,null
schmoose,--,Intransitive,--,--,N/A,No,null
mured,--,--,Past,--,N/A,No,null
mutate,--,tran=np,--,--,N/A,No,null
daub,--,Transitive,--,--,N/A,No,null
unclinch,--,Ambitransitive,--,--,N/A,No,null
kibitz,--,Intransitive,--,--,N/A,No,null
gambled,--,--,Past,--,N/A,No,null
misalleging,--,Transitive,--,--,N/A,No,null
outtongued,--,Transitive,Past,--,N/A,No,null
unstop,--,--,--,--,N/A,No,null
daut,--,Transitive,--,--,N/A,No,null
snag,--,tran=np+ditran=np+pphr(for+np),--,--,N/A,No,null
assay,--,Transitive,--,--,N/A,No,null
outtongue,--,Transitive,--,--,N/A,No,null
resubmerged,--,--,Past,--,N/A,No,null
unpictorialise,--,Transitive,--,--,N/A,No,null
griding,--,--,--,--,N/A,No,null
snap,--,Intransitive,--,--,N/A,No,null
book into,--,--,--,--,N/A,NotSeperable,null
communalising,--,Transitive,--,--,N/A,No,null
sned,--,--,Past,--,N/A,No,null
paragon,--,Transitive,--,--,N/A,No,null
prereversing,--,Transitive,--,--,N/A,No,null
heathenised,--,Ambitransitive,Past,--,N/A,No,null
kidnap,--,tran=np,--,--,N/A,No,null
summerset,--,Intransitive,--,--,N/A,No,null
groom,--,Transitive,--,--,N/A,No,null
conjugating,--,--,--,--,N/A,No,null
knock down,--,Transitive,--,--,N/A,Seperable,null
snubbing,--,--,--,--,N/A,No,null
squeegeeing,--,--,--,--,N/A,No,null
air-slaking,--,Transitive,--,--,N/A,No,null
misallotted,--,Transitive,Past,--,N/A,No,null
unzone,--,Transitive,--,--,N/A,No,null
bedrabble,--,Transitive,--,--,N/A,No,null
resquander,--,Transitive,--,--,N/A,No,null
quadrupling,--,--,--,--,N/A,No,null
honeycomb,--,Transitive,--,--,N/A,No,null
dawt,--,Transitive,--,--,N/A,No,null
excided,--,Transitive,Past,--,N/A,No,null
reorientating,--,Transitive,--,--,N/A,No,null
cutinize,--,--,--,--,N/A,No,null
joust,--,Intransitive,--,--,N/A,No,null
grope,--,Intransitive,--,--,N/A,No,null
dawn,--,Intransitive,--,--,N/A,No,null
reidentifying,--,Transitive,--,--,N/A,No,null
chirp,--,Intransitive,--,--,N/A,No,null
harbour,--,Transitive,--,--,N/A,No,null
eviscerated,--,--,Past,--,N/A,No,null
concluded,--,--,Past,--,N/A,No,null
conk out,--,Intransitive,--,--,N/A,NotSeperable,null
daze,--,Transitive,--,--,N/A,No,null
chirr,--,Intransitive,--,--,N/A,No,null
dispirit,--,Transitive,--,--,N/A,No,null
righten,--,Transitive,--,--,N/A,No,null
sublimed,--,--,Past,--,N/A,No,null
disband,--,tran=np,--,--,N/A,No,null
conglutinate,--,tran=np,--,--,N/A,No,null
revolutionising,--,Transitive,--,--,N/A,No,null
incaging,--,Transitive,--,--,N/A,No,null
redefining,--,Transitive,--,--,N/A,No,null
outhowl,--,Transitive,--,--,N/A,No,null
reenlarge,--,tran=np,--,--,N/A,No,null
kernel,--,tran=np,--,--,N/A,No,null
prepricing,--,Transitive,--,--,N/A,No,null
vitrifying,--,Ambitransitive,--,--,N/A,No,null
cackling,--,--,--,--,N/A,No,null
faced,--,--,Past,--,N/A,No,null
decentred,--,Transitive,Past,--,N/A,No,null
re-present,--,Transitive,--,--,N/A,No,null
ungirdle,--,Transitive,--,--,N/A,No,null
lionised,--,Ambitransitive,Past,--,N/A,No,null
charcoal,--,Transitive,--,--,N/A,No,null
chirm,--,Intransitive,--,--,N/A,No,null
preendorse,--,Transitive,--,--,N/A,No,null
facet,--,tran=np,--,--,N/A,No,null
chirk,--,Intransitive,--,--,N/A,No,null
snib,--,Transitive,--,--,N/A,No,null
sulfate,--,Ambitransitive,--,--,N/A,No,null
open up,--,Intransitive,--,--,N/A,Seperable,null
chill,--,Transitive,--,--,N/A,No,null
unfurl,--,tran=np,--,--,N/A,No,null
hatcheled,--,--,Past,--,N/A,No,null
snig,--,Transitive,--,--,N/A,No,null
decarbonylating,--,Transitive,--,--,N/A,No,null
overpruned,--,Transitive,Past,--,N/A,No,null
countermined,--,--,Past,--,N/A,No,null
dry-nurse,--,Transitive,--,--,N/A,No,null
overbragging,--,--,--,--,N/A,No,null
battologising,--,Ambitransitive,--,--,N/A,No,null
ungirded,--,Transitive,Past,--,N/A,No,null
lotting,--,--,--,--,N/A,No,null
skipping,--,--,--,--,N/A,No,null
preexplain,--,--,--,--,N/A,No,null
thumb-index,--,Transitive,--,--,N/A,No,null
chime,--,Ambitransitive,--,--,N/A,No,null
analysed,--,Transitive,Past,--,N/A,No,null
unstating,--,Transitive,--,--,N/A,No,null
unwigging,--,Transitive,--,--,N/A,No,null
controvert,--,Transitive,--,--,N/A,No,null
pounced,--,Transitive,Past,--,N/A,No,null
decartelizing,--,Transitive,--,--,N/A,No,null
readapt,--,Transitive,--,--,N/A,No,null
outfish,--,Transitive,--,--,N/A,No,null
vulgarize,--,Transitive,--,--,N/A,No,null
precontriving,--,--,--,--,N/A,No,null
outvelvet,--,Transitive,--,--,N/A,No,null
recarving,--,--,--,--,N/A,No,null
oversocialize,--,Transitive,--,--,N/A,No,null
re-treading,--,Ambitransitive,--,--,N/A,No,null
circumstance,--,Transitive,--,--,N/A,No,null
interchoke,--,Transitive,--,--,N/A,No,null
evinced,--,Transitive,Past,--,N/A,No,null
concretizing,--,Transitive,--,--,N/A,No,null
chink,--,Transitive,--,--,N/A,No,null
fossilised,--,Ambitransitive,Past,--,N/A,No,null
sculpt,--,Intransitive,--,--,N/A,No,null
vassalize,--,Transitive,--,--,N/A,No,null
producing,--,--,--,--,N/A,No,null
ice-skated,--,Intransitive,Past,--,N/A,No,null
rededicating,--,Transitive,--,--,N/A,No,null
intitle,--,Transitive,--,--,N/A,No,null
bechance,--,Intransitive,--,--,N/A,No,null
lambasted,--,Transitive,Past,--,N/A,No,null
groin,--,Transitive,--,--,N/A,No,null
correlating,--,--,--,--,N/A,No,null
hurrah,--,--,--,--,N/A,No,null
preplaced,--,Transitive,Past,--,N/A,No,null
beautifying,--,Ambitransitive,--,--,N/A,No,null
occurring,--,Intransitive,--,--,N/A,No,null
misderiving,--,Ambitransitive,--,--,N/A,No,null
reinterring,--,Transitive,--,--,N/A,No,null
trimmest,--,--,--,--,N/A,No,null
pervaded,--,Transitive,Past,--,N/A,No,null
snip,--,cplxtran=np,advbl+cplxtran=np,advbl;part(off),--,--,N/A,No,null
chine,--,Transitive,--,--,N/A,No,null
translocate,--,Transitive,--,--,N/A,No,null
upraise,--,Transitive,--,--,N/A,No,null
desalinizing,--,Transitive,--,--,N/A,No,null
stand over,--,Intransitive,--,--,N/A,NotSeperable,null
sublet,--,tran=np+ditran=np+pphr(to+np),--,--,N/A,No,null
rechart,--,Transitive,--,--,N/A,No,null
overcontrol,--,Transitive,--,--,N/A,No,null
intromitting,--,Transitive,--,--,N/A,No,null
exterminate,--,Transitive,--,--,N/A,No,null
rebathe,--,--,--,--,N/A,No,null
reice,--,--,--,--,N/A,No,null
cutinise,--,Ambitransitive,--,--,N/A,No,null
fair-trade,--,Transitive,--,--,N/A,No,null
canaled,--,--,Past,--,N/A,No,null
plied,--,--,Past,--,N/A,No,null
illegitimatised,--,Transitive,Past,--,N/A,No,null
spoon-feed,--,tran=np,Past,--,N/A,No,null
skunk,--,Transitive,--,--,N/A,No,null
preobserve,--,Transitive,--,--,N/A,No,null
synonymized,--,Transitive,Past,--,N/A,No,null
gutturalising,--,Ambitransitive,--,--,N/A,No,null
wyting,--,--,--,--,N/A,No,null
subaerated,--,Transitive,Past,--,N/A,No,null
